timestamp,image_name,object_id,category,color,size_category,confidence,method,area_pixels,aspect_ratio,shape_category,circularity,solidity,extent,color_hsv,color_kmeans,confidence_hsv,confidence_kmeans,roi_image,ground_truth
2026-05-24T20:57:15.520787,Image_23.jpg,3,Unknown Object,silver,small,0.246,combined,13469,1.53,ring_like,0.432,0.833,0.442,white,silver,0.485,0.819,20260524_205715_524702.jpg,
2026-05-24T20:57:17.502714,Image_24.jpg,1,USB-C Cable,black,small,0.585,combined,5775,1.17,irregular,0.056,0.182,0.047,black,black,0.769,0.636,20260524_205717_504495.jpg,
2026-05-24T20:57:20.240769,Image_25.jpg,1,USB-C Cable,black,medium,0.404,combined,25832,1.28,irregular,0.05,0.256,0.099,silver,black,0.404,0.532,20260524_205720_240822.jpg,
2026-05-24T20:57:22.931911,Image_26.jpg,1,Charger Adapter,silver,small,0.84,combined,3110,1.34,block,0.268,0.627,0.473,silver,silver,1.0,0.512,20260524_205722_931980.jpg,
2026-05-24T20:57:22.931939,Image_26.jpg,2,Charger Adapter,white,small,0.724,combined,3244,1.48,block,0.378,0.75,0.435,white,silver,0.862,0.403,20260524_205722_932337.jpg,
2026-05-24T20:57:26.561646,Image_27.jpg,1,Charger Adapter,silver,small,0.84,combined,2779,1.05,block,0.342,0.651,0.404,silver,silver,1.0,0.489,20260524_205726_561739.jpg,
2026-05-24T20:57:26.561675,Image_27.jpg,2,Charger Adapter,silver,small,0.84,combined,2867,1.6,block,0.199,0.501,0.303,silver,silver,1.0,0.608,20260524_205726_562103.jpg,
2026-05-24T20:57:26.561692,Image_27.jpg,3,Charger Adapter,silver,small,0.84,combined,9138,1.56,block,0.106,0.473,0.326,silver,silver,1.0,0.444,20260524_205726_562330.jpg,
2026-05-24T20:57:31.290901,Image_28.jpg,1,Charger Adapter,silver,small,0.839,combined,5209,1.95,block,0.168,0.495,0.378,silver,silver,0.999,0.569,20260524_205731_290977.jpg,
2026-05-24T20:57:31.290929,Image_28.jpg,2,USB-C Cable,silver,small,0.76,combined,3400,3.05,irregular,0.164,0.537,0.281,silver,silver,1.0,0.461,20260524_205731_291417.jpg,
2026-05-24T20:57:34.521998,Image_29.jpg,1,USB-C Cable,silver,small,0.414,combined,10248,1.06,ring_like,0.227,0.532,0.296,silver,black,0.544,0.437,20260524_205734_522054.jpg,
2026-05-24T20:57:38.739347,Image_30.jpg,1,USB-C Cable,silver,long_thin,0.416,combined,13597,4.05,irregular,0.032,0.202,0.119,silver,silver,0.533,0.547,20260524_205738_739419.jpg,
2026-05-24T20:57:38.739377,Image_30.jpg,2,USB-C Cable,black,medium,0.53,combined,11498,1.47,irregular,0.044,0.233,0.127,black,black,0.697,0.533,20260524_205738_740402.jpg,
2026-05-24T20:57:42.962786,Image_31.jpg,1,Charger Adapter,gray,small,0.84,combined,3135,1.3,oval,0.494,0.872,0.505,gray,gray,1.0,0.345,20260524_205742_962862.jpg,
2026-05-24T20:57:42.962815,Image_31.jpg,2,Charger Adapter,silver,small,0.78,combined,22300,1.39,block,0.216,0.489,0.309,silver,silver,0.929,0.659,20260524_205742_963254.jpg,
2026-05-24T20:57:47.772200,Image_32.jpg,1,USB-C Cable,silver,medium,0.386,combined,24268,1.32,irregular,0.044,0.192,0.126,silver,silver,0.509,0.473,20260524_205747_772275.jpg,
2026-05-24T20:57:47.772229,Image_32.jpg,2,USB-C Cable,black,small,0.447,combined,8765,1.21,ring_like,0.12,0.329,0.104,black,black,0.588,0.578,20260524_205747_774428.jpg,
2026-05-24T20:57:51.864670,Image_33.jpg,1,Unknown Object,black,small,0.166,combined,3615,1.33,ring_like,0.321,0.643,0.376,silver,black,0.293,0.554,20260524_205751_864746.jpg,
2026-05-24T20:57:51.864699,Image_33.jpg,2,USB-C Cable,silver,medium,0.536,combined,14118,3.42,irregular,0.067,0.29,0.17,silver,silver,0.705,0.47,20260524_205751_865244.jpg,
2026-05-24T20:57:59.677956,Image_35.jpg,1,Unknown Object,silver,large,0.159,combined,212592,1.21,ring_like,0.083,0.444,0.288,silver,white,0.529,0.44,20260524_205759_678000.jpg,
2026-05-24T20:58:01.939225,Image_36.jpg,1,USB-C Cable,black,medium,0.452,combined,37927,1.48,irregular,0.03,0.22,0.183,black,black,0.595,0.435,20260524_205801_939780.jpg,
2026-05-24T20:58:04.233902,Image_37.jpg,1,Flash Drive,black,small,0.756,combined,3251,1.35,oval,0.637,0.946,0.568,black,black,0.995,0.529,20260524_205804_233954.jpg,
2026-05-24T20:58:06.982827,Image_38.jpg,1,USB-C Cable,black,medium,0.476,combined,57317,1.31,ring_like,0.108,0.138,0.114,black,black,0.626,0.442,20260524_205806_982881.jpg,
2026-05-24T20:58:08.932539,Image_39.jpg,1,USB-C Cable,black,medium,0.447,combined,43408,1.49,ring_like,0.128,0.156,0.13,black,black,0.588,0.403,20260524_205808_932593.jpg,
2026-05-24T20:58:12.263698,Image_40.jpg,1,USB-C Cable,black,medium,0.539,combined,23680,1.11,irregular,0.015,0.116,0.093,black,black,0.709,0.631,20260524_205812_263766.jpg,
2026-05-24T20:58:12.263724,Image_40.jpg,2,USB-C Cable,black,small,0.752,combined,2993,1.61,ring_like,0.095,0.583,0.086,black,black,0.99,0.647,20260524_205812_265590.jpg,
2026-05-24T20:58:15.179957,Image_41.jpg,1,USB-C Cable,black,medium,0.365,combined,7053,1.0,irregular,0.023,0.057,0.031,gray,black,0.48,0.458,20260524_205815_181785.jpg,
2026-05-24T20:58:15.179984,Image_41.jpg,2,USB-C Cable,black,small,0.659,combined,2782,1.57,ring_like,0.19,0.488,0.214,black,black,0.868,0.838,20260524_205815_183393.jpg,
2026-05-24T20:58:17.925456,Image_42.jpg,1,Mouse,black,medium,0.858,combined,110780,1.26,rectangular,0.41,0.891,0.607,gray,black,0.975,0.507,20260524_205817_925548.jpg,
2026-05-24T20:58:21.013887,Image_43.jpg,1,Headphones,silver,medium,0.662,combined,34028,2.47,irregular,0.4,0.862,0.552,silver,silver,0.849,0.46,20260524_205821_013937.jpg,
2026-05-24T20:58:23.677232,Image_44.jpg,1,USB-C Cable,white,long_thin,0.437,combined,14355,4.2,irregular,0.052,0.373,0.267,white,white,0.575,0.51,20260524_205823_677288.jpg,
2026-05-24T20:58:26.668216,Image_45.jpg,1,Flash Drive,black,small,0.753,combined,2742,1.11,oval,0.782,0.987,0.661,black,black,0.991,0.468,20260524_205826_668271.jpg,
2026-05-24T20:58:31.351058,Image_46.jpg,1,USB-C Cable,silver,medium,0.405,combined,47244,1.56,irregular,0.073,0.292,0.23,silver,silver,0.533,0.407,20260524_205831_351112.jpg,
2026-05-24T20:58:37.012473,Image_47.jpg,1,Unknown Object,black,long_thin,0.259,combined,13420,4.0,rectangular,0.354,0.881,0.666,black,black,0.865,0.395,20260524_205837_012564.jpg,
2026-05-24T20:58:37.012517,Image_47.jpg,2,Unknown Object,black,long_thin,0.3,combined,3397,9.64,irregular,0.164,0.908,0.564,black,black,1.0,0.385,20260524_205837_013053.jpg,
2026-05-24T20:58:50.175128,Keyboard/Image_1.jpeg,1,Unknown Object,black,large,0.239,combined,612941,3.57,ring_like,0.294,0.59,0.56,black,black,0.798,0.611,20260524_205850_175189.jpg,
2026-05-24T20:59:10.155839,USB-C_Cable/Image_16.png,1,USB-C Cable,silver,small,0.347,combined,8274,2.4,ring_like,0.181,0.562,0.207,silver,black,0.457,0.378,20260524_205910_155896.jpg,
2026-05-24T20:59:13.128995,USB-C_Cable/Image_21.jpg,1,Unknown Object,black,large,0.201,combined,179108,1.21,ring_like,0.328,0.501,0.353,black,black,0.67,0.505,20260524_205913_129052.jpg,
2026-05-24T20:59:17.952467,USB-C_Cable/Image_22.jpg,1,Unknown Object,black,large,0.231,combined,179973,1.45,ring_like,0.083,0.304,0.229,gray,black,0.769,0.375,20260524_205917_952535.jpg,
2026-05-24T20:59:21.931284,USB-C_Cable/Image_23.jpg,1,Charger Adapter,silver,medium,0.812,combined,125106,1.3,oval,0.461,0.712,0.514,silver,white,0.967,0.684,20260524_205921_931370.jpg,
2026-05-24T20:59:21.931311,USB-C_Cable/Image_23.jpg,2,Charger Adapter,white,small,0.625,combined,3342,1.25,oval,0.602,0.986,0.463,white,white,0.744,0.683,20260524_205921_933233.jpg,
2026-05-24T20:59:21.931329,USB-C_Cable/Image_23.jpg,3,Unknown Object,silver,small,0.246,combined,13469,1.53,ring_like,0.432,0.833,0.442,white,silver,0.485,0.819,20260524_205921_933448.jpg,
2026-05-24T20:59:23.904913,USB-C_Cable/Image_24.jpg,1,USB-C Cable,black,small,0.585,combined,5775,1.17,irregular,0.056,0.182,0.047,black,black,0.769,0.636,20260524_205923_904971.jpg,
2026-05-24T20:59:26.575608,USB-C_Cable/Image_25.jpg,1,USB-C Cable,black,medium,0.404,combined,25832,1.28,irregular,0.05,0.256,0.099,silver,black,0.404,0.532,20260524_205926_575662.jpg,
2026-05-24T20:59:29.298302,USB-C_Cable/Image_26.jpg,1,Charger Adapter,silver,small,0.84,combined,3110,1.34,block,0.268,0.627,0.473,silver,silver,1.0,0.512,20260524_205929_298379.jpg,
2026-05-24T20:59:29.298333,USB-C_Cable/Image_26.jpg,2,Charger Adapter,white,small,0.724,combined,3244,1.48,block,0.378,0.75,0.435,white,silver,0.862,0.403,20260524_205929_298868.jpg,
2026-05-24T20:59:32.939079,USB-C_Cable/Image_27.jpg,1,Charger Adapter,silver,small,0.84,combined,2779,1.05,block,0.342,0.651,0.404,silver,silver,1.0,0.489,20260524_205932_939170.jpg,
2026-05-24T20:59:32.939108,USB-C_Cable/Image_27.jpg,2,Charger Adapter,silver,small,0.84,combined,2867,1.6,block,0.199,0.501,0.303,silver,silver,1.0,0.608,20260524_205932_939586.jpg,
2026-05-24T20:59:32.939125,USB-C_Cable/Image_27.jpg,3,Charger Adapter,silver,small,0.84,combined,9138,1.56,block,0.106,0.473,0.326,silver,silver,1.0,0.444,20260524_205932_939803.jpg,
2026-05-24T20:59:34.077021,flash_drive/05_hd.jpg,1,Unknown Object,white,large,0.194,combined,41096,2.12,ring_like,0.09,0.343,0.179,white,white,0.648,0.53,20260524_205934_077078.jpg,
2026-05-24T20:59:34.481267,flash_drive/11561.16_11_500.webp,1,Unknown Object,white,large,0.276,combined,43669,1.52,block,0.35,0.907,0.396,white,white,0.919,0.726,20260524_205934_485135.jpg,
2026-05-24T20:59:38.859977,flash_drive/1548583412135439414.jpg,1,Flash Drive,blue,small,0.76,combined,7261,2.64,irregular,0.384,0.851,0.578,blue,blue,1.0,0.629,20260524_205938_860028.jpg,
2026-05-24T20:59:40.021487,flash_drive/193987066.jpg,1,Mouse,blue,medium,0.746,combined,46532,1.42,oval,0.527,0.932,0.486,blue,blue,0.848,0.838,20260524_205940_021549.jpg,
2026-05-24T20:59:40.655681,flash_drive/1940362_1.jpg,1,Mouse,black,medium,0.677,combined,40072,1.06,oval,0.48,0.884,0.452,blue,black,0.74,0.769,20260524_205940_655736.jpg,
2026-05-24T20:59:41.855434,flash_drive/8407.970.jpg,1,Colored Object,purple,large,0.478,combined,112698,1.91,ring_like,0.244,0.791,0.474,purple,purple,0.511,0.736,20260524_205941_855487.jpg,
2026-05-24T20:59:43.439371,flash_drive/8L6lQWJdNMM.jpg,1,Mouse,black,medium,0.733,combined,32190,2.29,oval,0.577,0.945,0.884,black,black,0.833,0.675,20260524_205943_439423.jpg,
2026-05-24T20:59:43.825025,flash_drive/9adfc3a4-e21c-43cd-b744-6382a58e0cd8.webp,1,Colored Object,red,medium,0.331,combined,5024,1.34,ring_like,0.377,0.893,0.311,red,black,0.509,0.468,20260524_205943_825073.jpg,
2026-05-24T20:59:44.399046,flash_drive/Fleshka-Zhvachka-8-Gb-silikon-500x500.jpg,1,Unknown Object,white,small,0.183,combined,3421,2.01,irregular,0.227,0.905,0.22,silver,white,0.581,0.611,20260524_205944_399102.jpg,
2026-05-24T20:59:45.215192,flash_drive/USB-Xiaomi-mijia-64-128-USB-3-2-8.jpg,1,Unknown Object,silver,large,0.195,combined,60645,1.43,ring_like,0.288,0.547,0.263,silver,silver,0.627,0.65,20260524_205945_215245.jpg,
2026-05-24T20:59:46.120069,flash_drive/YbUVbbm4bqh6T450luDjQ.jpg,1,Colored Object,red,medium,0.322,combined,24460,2.56,rectangular,0.521,0.937,0.674,red,orange,0.496,0.447,20260524_205946_120124.jpg,
2026-05-24T20:59:47.188657,flash_drive/a8a9686d4abc5332.jpg,1,Unknown Object,white,large,0.161,combined,52784,1.23,ring_like,0.097,0.344,0.187,silver,white,0.208,0.536,20260524_205947_188711.jpg,
2026-05-24T20:59:51.556431,flash_drive/canvas_image_photo_constructor2502img25020_59869jpg.jpg,1,USB-C Cable,silver,medium,0.572,combined,70599,2.83,ring_like,0.295,0.583,0.44,silver,silver,0.753,0.738,20260524_205951_556482.jpg,
2026-05-24T20:59:52.787881,flash_drive/f6c4eb3a835a5659.jpg,1,Colored Object,green,large,0.42,combined,144843,1.04,block,0.346,1.022,0.431,green,green,0.647,0.535,20260524_205952_790606.jpg,
2026-05-24T20:59:53.458038,flash_drive/flesh-png.png,1,Colored Object,red,large,0.423,combined,23767,2.26,ring_like,0.378,0.884,0.706,red,red,0.465,0.651,20260524_205953_458111.jpg,
2026-05-24T20:59:54.362780,flash_drive/fleshka-apacer-64-gb-ah334-pink-usb-2.0-(ap64gah334p-1)_1-800x800.jpg,1,Flash Drive,red,small,0.433,combined,2078,1.65,oval,0.448,0.901,0.415,red,red,0.5,0.57,20260524_205954_362833.jpg,
2026-05-24T20:59:54.595598,flash_drive/images (1).jpeg,1,Unknown Object,silver,large,0.207,combined,12046,1.65,oval,0.619,1.0,0.573,white,silver,0.348,0.69,20260524_205954_595658.jpg,
2026-05-24T20:59:54.886309,flash_drive/images (10).jpeg,1,Mouse,gray,large,0.56,combined,10737,1.29,oval,0.598,0.91,0.516,gray,gray,0.387,0.636,20260524_205954_886361.jpg,
2026-05-24T20:59:55.178657,flash_drive/images (11).jpeg,1,Mouse,black,medium,0.612,combined,5383,1.55,oval,0.604,0.935,0.57,black,black,0.688,0.695,20260524_205955_178722.jpg,
2026-05-24T20:59:55.382729,flash_drive/images (12).jpeg,1,USB-C Cable,black,medium,0.665,combined,5164,1.51,ring_like,0.277,0.513,0.287,black,black,0.875,0.861,20260524_205955_382781.jpg,
2026-05-24T20:59:55.567447,flash_drive/images (2).jpeg,1,Mouse,black,large,0.568,combined,13876,1.05,oval,0.696,0.985,0.549,black,black,0.645,0.536,20260524_205955_567495.jpg,
2026-05-24T20:59:55.836393,flash_drive/images (3).jpeg,1,Headphones,white,medium,0.562,combined,1407,1.04,ring_like,0.349,0.747,0.501,white,white,0.72,0.719,20260524_205955_836455.jpg,
2026-05-24T20:59:56.043396,flash_drive/images (4).jpeg,1,Mouse,black,large,0.778,combined,10499,1.53,oval,0.517,0.981,0.446,black,black,0.884,0.497,20260524_205956_043454.jpg,
2026-05-24T20:59:56.250808,flash_drive/images (5).jpeg,1,Unknown Object,white,large,0.243,combined,9366,1.01,ring_like,0.38,0.614,0.326,white,white,0.809,0.729,20260524_205956_250855.jpg,
2026-05-24T20:59:56.666191,flash_drive/images (6).jpeg,1,Unknown Object,black,large,0.198,combined,2952,1.85,ring_like,0.108,0.344,0.153,black,black,0.659,0.586,20260524_205956_666265.jpg,
2026-05-24T20:59:56.666224,flash_drive/images (6).jpeg,2,Unknown Object,silver,small,0.161,combined,250,2.78,irregular,0.25,0.984,0.278,silver,silver,0.536,0.404,20260524_205956_667433.jpg,
2026-05-24T20:59:57.003359,flash_drive/images (7).jpeg,1,Headphones,gray,large,0.383,combined,11233,2.55,ring_like,0.289,0.689,0.625,gray,gray,0.433,0.491,20260524_205957_003414.jpg,
2026-05-24T20:59:57.367019,flash_drive/images (8).jpeg,1,Headphones,silver,medium,0.456,combined,5773,1.51,ring_like,0.479,0.777,0.584,silver,silver,0.584,0.499,20260524_205957_367144.jpg,
2026-05-24T20:59:57.367052,flash_drive/images (8).jpeg,2,Headphones,silver,medium,0.593,combined,1656,1.3,ring_like,0.317,0.623,0.344,silver,silver,0.761,0.707,20260524_205957_367629.jpg,
2026-05-24T20:59:57.367075,flash_drive/images (8).jpeg,3,Flash Drive,black,small,0.76,combined,237,1.15,oval,0.615,0.91,0.515,black,black,1.0,0.414,20260524_205957_367880.jpg,
2026-05-24T20:59:57.367097,flash_drive/images (8).jpeg,4,Unknown Object,black,small,0.3,combined,183,1.25,oval,0.783,1.046,0.572,black,black,1.0,0.388,20260524_205957_368081.jpg,
2026-05-24T20:59:57.554329,flash_drive/images (9).jpeg,1,Mouse,black,large,0.561,combined,14513,2.09,oval,0.671,0.968,0.877,gray,black,0.071,0.638,20260524_205957_554399.jpg,
2026-05-24T20:59:57.769144,flash_drive/images.jpeg,1,Headphones,black,large,0.501,combined,10716,1.09,ring_like,0.415,0.664,0.31,black,black,0.643,0.418,20260524_205957_769194.jpg,
2026-05-24T20:59:58.172688,flash_drive/metaleva-fleshka-twister-1.jpg,1,Unknown Object,white,large,0.247,combined,26302,1.23,ring_like,0.137,0.354,0.229,white,white,0.823,0.698,20260524_205958_172740.jpg,
